Id|Rotulo|Operador|Direccion|Margen|CodPostal|CCAA|Provincia|Municipio|Localidad|CoordenadaX|CoordenadaXDec|CoordenadaY|CoordenadaYDec|FechaPvp|HoraPvp|TipoVenta|Remision|Horario|TipoServicio|PorcentajeBioetanol|PorcentajeBioalcohol
102|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|MUELLE PESQUERO S/N�|null|39750|Cantabria|CANTABRIA|Colindres|COLINDRES|03W2746 9|-3.463028|43N2338 1|43.393917|11/11/2025|09:45|M|OM|L-D: 24H|null|null|null
307|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|NUEVO PUERTO DE LAREDO S/N�|null|39770|Cantabria|CANTABRIA|Laredo|LAREDO|03W2455 6|-3.415444|43N2507 6|43.418778|11/11/2025|09:45|M|OM|L-S: 09:00-13:00 y 14:00-18:00|null|null|null
335|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|BARRIO LA BARQUERIA 151-ES|null|39130|Cantabria|CANTABRIA|Marina de Cudeyo|PEDRE�A|03W4559 3|-3.766472|43N2649 8|43.447167|10/11/2025|10:59|R|dm|L-D: 06:00-21:30|null|null|null
106|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|AVDA. ANTONIO GARELY S/N�|null|39540|Cantabria|CANTABRIA|San Vicente de la Barquera|SAN VICENTE DE LA BARQUERA|04W2351 9|-4.397750|43N2306 1|43.385028|11/11/2025|09:45|M|OM|L-D: 24H|null|null|null
88|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|PUERTO PSQUERO|null|39009|Cantabria|CANTABRIA|Santander|SANTANDER|03W4916 8|-3.821333|43N2657 2|43.449222|11/11/2025|09:45|P|OM|L-J: 09:00-13:00 y 14:00-18:00|null|null|null
103|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|MUELLE PESQUERO S/N�|null|39740|Cantabria|CANTABRIA|Santo�a|SANTO�A|03W2747 9|-3.463306|43N2631 1|43.441972|11/11/2025|09:45|M|OM|L-D: 24H|null|null|null
105|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|MUELLE PESQUERO S/N�|null|39340|Cantabria|CANTABRIA|Suances|SUANCES|04W0206 9|-4.035250|43N2531 1|43.425306|11/11/2025|09:45|M|OM|L-D: 24H|null|null|null
278|ALAS - PORT CALAFAT|TITULARES DE INSTALACIONES DE DISTRIBUCI�N AL POR MENOR|PORT CALAFAT|null|43860|Catalu�a|TARRAGONA|Ametlla de Mar (L')|AMETLLA DE MAR (L')|00E5101 0|0.850278|40N5538 4|40.927333|07/11/2025|16:02|R|dm|L-D: 24H|null|null|null
61|PORT SEGUR CALAFELL, S.A.|TITULARES DE INSTALACIONES DE DISTRIBUCI�N AL POR MENOR|P� MARITIMO S/N|null|43882|Catalu�a|TARRAGONA|Calafell|SEGUR DE CALAFELL|01E3627 2|1.607556|41N1109 9|41.186083|10/11/2025|17:18|R|dm|L-D: 08:00-20:00|null|null|null
161|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|PUERTO PESQUERO S/N�|null|43850|Catalu�a|TARRAGONA|Cambrils|CAMBRILS|01E0342 8|1.061881|41N0345 9|41.062750|11/11/2025|09:45|P|OM|L-D: 24H|null|null|null
349|CLUB NAUTIC CAMBRILS|TITULARES DE INSTALACIONES DE DISTRIBUCI�N AL POR MENOR|PASSEIG MIRAMAR 44|null|43850|Catalu�a|TARRAGONA|Cambrils|CAMBRILS|01E0336 1|1.060028|41N0401 7|41.067139|06/11/2025|19:55|R|dm|L-D: 24H|null|null|null
316|CARBURANTS DEL MONTSI�|TITULARES DE INSTALACIONES DE DISTRIBUCI�N AL POR MENOR|ML PUERTO DELTEBRE|null|43580|Catalu�a|TARRAGONA|Deltebre|DELTEBRE|00E5035 4|0.843167|40N4302 5|40.717361|10/11/2025|17:15|M|dm|L-D: 24H|null|null|null
157|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|PUERTO S/N�|null|43540|Catalu�a|TARRAGONA|Sant Carles de la R�pita|LA R�PITA|00E3548 8|0.596881|40N3649 9|40.613861|11/11/2025|09:45|P|OM|L-D: 24H|null|null|null
22|LIBRE|TITULARES DE INSTALACIONES DE DISTRIBUCI�N AL POR MENOR|EDIFICIO CAPITANIA S/N|null|43830|Catalu�a|TARRAGONA|Torredembarra|TORREDEMBARRA|null|null|null|null|10/11/2025|18:11|M|dm|L-D: 09:00-14:00 y 16:00-19:00|null|null|null
45|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|MUELLE DR. CAPELLA S/N PUERTO DEPORTIVO|null|43890|Catalu�a|TARRAGONA|Vandell�s i l'Hospitalet de l'Infant|HOSPITALET DE L'INFANT|00E5539 7|0.927694|40N5919 1|40.988639|10/11/2025|00:00|R|dm|L-D: 08:00-20:00|null|null|null
56|BP OIL|TITULARES DE INSTALACIONES DE DISTRIBUCI�N AL POR MENOR|ALFONSO EL MAGNANIMO 41|null|46780|Comunidad Valenciana|VALENCIA / VAL�NCIA|Oliva|OLIVA|00W0540 9|-0.094694|38N5553 9|38.931639|10/11/2025|18:18|R|dm|L: 08:00-19:00|null|null|null
318|POBLA MARINA|TITULARES DE INSTALACIONES DE DISTRIBUCI�N AL POR MENOR|PLAZA CORTES VALENCIANAS S/N|null|46137|Comunidad Valenciana|VALENCIA / VAL�NCIA|Pobla de Farnals (la)|POBLA DE FARNALS (LA)|00W1703 0|-0.284167|39N3337 2|39.560333|10/11/2025|11:38|R|dm|L-D: 07:00-21:00|null|null|null
11|EXCLUSIVAS BAYMAR, S.A.|TITULARES DE INSTALACIONES DE DISTRIBUCI�N AL POR MENOR|CAMINO DE CANAL 91 - CLUB NAUTICO DE VALENCIA|null|46024|Comunidad Valenciana|VALENCIA / VAL�NCIA|Valencia|VALENCIA|00W1950 6|-0.330722|39N2547 7|39.429917|10/11/2025|14:00|M|dm|L-D: 24H|null|null|null
245|REPSOL |EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|DIQUE NORTE BOCANA DARSENA INTERIOR |null|46024|Comunidad Valenciana|VALENCIA / VAL�NCIA|Valencia|VALENCIA|00W1844 2|-0.312278|39N2740 7|39.461306|10/11/2025|11:40|M|dm|L-D: 08:00-18:00|null|null|null
98|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|MUELLE NUEVO S/N�|null|48370|Pa�s Vasco|BIZKAIA|Bermeo|BERMEO|02W4305 6|-2.718222|43N2502 1|43.417250|11/11/2025|09:45|P|OM|L-D: 24H|null|null|null
96|REPSOL|EMPRESAS DEL GRUPO REPSOL (EMBARCACIONES)|EGUIDAZU KAIA S/N|null|48700|Pa�s Vasco|BIZKAIA|Ondarroa|ONDARROA|02W2508 6|-2.419056|43N1935 1|43.326417|11/11/2025|09:45|P|OM|L-D: 24H|null|null|null
